名前,Category,YouTube記事 / 状態,クライアント,タイトル,タイトルコピー元,タイトルテスト/ 要検,プロジェクト,投稿順,"日付 ",書類制作日付
韓国 11月07日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),ついにタイ激怒　入国拒否続出　韓国民大混乱,韓国 - 2023-11-07 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/07,2023年11月4日 13:41
韓国 11月08日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),沖縄急加速　突如受入拒否　韓国民騒然,韓国 - 2023-11-08 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/08,2023年11月4日 15:18
中国 11月09日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),英外相大胆発表　国際政治連鎖で　中国地獄絵図,中国 - 2023-11-09 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/09,2023年11月5日 12:56
韓国 11月09日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),韓国騒然　世界が輸入拒否　まんまと日本に,韓国 - 2023-11-09 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/09,2023年11月5日 15:13
中国 11月10日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),日本契約中止　米国大使続々と　中国もうお金が,中国 - 2023-11-10 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/10,2023年11月6日 13:40
韓国 11月10日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),韓国もう限界　世界で嘘バレ　大惨事,韓国 - 2023-11-10 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/10,2023年11月6日 16:24
韓国 11月12日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),韓国やはり　緊急SOS　世界一斉規制,韓国 - 2023-11-12 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/12,2023年11月8日 14:34
中国 11月14日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),無礼な中国へ　比国節炸裂！　そして日本へ,中国 - 2023-11-14 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/14,2023年11月9日 13:40
中国 11月13日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),日本唖然　中国EV破産　態度激変？,中国 - 2023-11-13 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/13,2023年11月10日 14:17
韓国 11月14日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),屈辱のEV壊滅　韓国民認める　日本EVの凄さ,韓国 - 2023-11-14 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/14,2023年11月11日 12:37
中国 11月16日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),高市宣戦布告　許さん中国　日本への暴挙,中国 - 2023-11-16 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/16,2023年11月12日 15:05
その他 12月14日,日本・その他のニュース,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),モンゴル決別　中国手遅れ　完全に日本へ,日本・その他のニュース - 2023-12-14 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/14,2023年11月13日 12:35
中国 11月18日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),中国もう限界　銀行破産で　社会保障崩壊,中国 - 2023-11-18 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/18,2023年11月14日 15:34
川本 11月11日,川本,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),うつ病患者の　家族・友人の　役割ガイド,川本 - 2023-11-11 -,,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/11,2023年11月15日 11:29
韓国 11月20日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),仏国正気か？　支払い命令　韓国もうお金が,韓国 - 2023-11-20 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/20,2023年11月16日 13:03
中国 11月21日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),さよなら中国　400万社倒産　驚理由世界仰天,中国 - 2023-11-21 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/21,2023年11月17日 13:34
中国 11月22日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),中国製拒否され　輸出4割減少　やはり日本製へ,中国 - 2023-11-22 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/22,2023年11月18日 13:01
韓国 11月22日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),韓国終了への道　4割が破産決定　もはや末期,韓国 - 2023-11-22 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/22,2023年11月18日 17:50
韓国 11月25日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),ベトナム節発動　あっさり処刑！　韓国号泣謝罪,韓国 - 2023-11-25 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/25,2023年11月21日 14:08
中国 11月27日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),アルゼンチン　突如協約破棄で　中国大惨事,中国 - 2023-11-27 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/27,2023年11月23日 14:04
川本 11月18日,川本,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21)," 心が　疲れた時の　特効薬",川本 - 2023-11-18 -,,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/18,2023年11月23日 14:50
中国 11月28日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),EU制裁決定　巨額支払い命令　中国借金地獄,中国 - 2023-11-28 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/28,2023年11月24日 14:53
韓国 11月29日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),いいぞ杉田議員　驚愕事実公開し　韓国民発狂,韓国 - 2023-11-29 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/29,2023年11月25日 13:24
中国 11月29日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),インド電撃辞退　裏で中国奔走　経済末期症状,中国 - 2023-11-29 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/29,2023年11月25日 14:29
韓国 11月30日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),我慢の限界　愚かな韓国へ　レーザー照射,韓国 - 2023-11-30 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/30,2023年11月26日 12:43
中国 11月30日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),中国猛吹雪凍結　倒壊崩落吹地獄絵　悲鳴散々人命が,中国 - 2023-11-30 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/30,2023年11月26日 14:09
韓国 12月01日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),まさか国連で　文前大統領詐欺　韓国世界で大恥,韓国 - 2023-12-01 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/01,2023年11月27日 12:46
中国 12月01日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),←中国の命運EV　日本上陸の結果　全く売れず壊滅,中国 - 2023-12-01 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/01,2023年11月27日 12:48
韓国 12月03日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),嘘バレ大後悔　日本契約中止　韓国万策尽きる,韓国 - 2023-12-03 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/03,2023年11月29日 12:30
韓国 01月01日,韓国,,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),韓国緊急SOS　破産続出　もうお金が,韓国 - 2023-12-01 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/01,2023年11月30日 14:00
川本 11月25日,川本,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),変わりたい　あなたに　知って欲しいこと,川本 - 2023-11-25 -,,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/11/25,2023年12月1日 14:46
中国 12月06日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),カナダ即決　まさか強制駆除　中国激震,中国 - 2023-12-06 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/06,2023年12月2日 13:54
韓国 12月06日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),嘘ばれパニック　韓国民地獄絵図　ついに日本が,韓国 - 2023-12-06 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/06,2023年12月2日 15:18
中国 12月08日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),世界的投資会社　国際金融誅罰へ　中国大慌て,中国 - 2023-12-08 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/08,2023年12月3日 12:48
韓国 12月07日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),韓国で警告無視　行政崩壊を発表　もう止まらん,韓国 - 2023-12-07 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/07,2023年12月3日 14:29
中国 12月11日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),さよなら中国　日本態度急変　契約中止続出　,中国 - 2023-12-11 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/11,2023年12月6日 14:04
韓国 12月11日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),中国公式発表　ついに全額削減　韓国なす術無し,韓国 - 2023-12-11 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/11,2023年12月7日 14:31
韓国 12月12日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),どうか和解を　アマゾン撤退に　韓国必死の懇願,韓国 - 2023-12-12 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/12,2023年12月8日 13:59
中国 02月09日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),中国大パニック　大手銀行乗取り　もはや末期,中国 - 2024-02-09 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2024/02/09,2023年12月10日 13:02
その他 02月10日,日本・その他のニュース,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),,日本・その他のニュース - 2023-12-10 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/10,2023年12月10日 15:42
中国 12月15日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),まさかネパール　必死の中国へ　あっさり拒否,中国 - 2023-12-15 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/15,2023年12月11日 14:28
中国 12月16日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),三峡ダムの罠　日本の冷酷策略　中国腰抜かす,中国 - 2023-12-16 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/16,2023年12月12日 14:46
その他 12月15日,日本・その他のニュース,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),日本が独占開始　世界騒然　経済大復活,日本・その他のニュース - 2023-12-15 -,要検証,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/15,2023年12月12日 16:49
韓国 12月16日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),情報操作を認め　国際報道発表　韓国民大混乱,韓国 - 2023-12-16 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/16,2023年12月14日 13:13
川本 12月09日,川本,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),人生をもっと豊に　キセキを　つかむ方法,川本 - 2023-12-09 -,,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/09,2023年12月14日 16:41
韓国 12月20日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),米国正気か？　財産凍結　韓国腰抜かす,韓国 - 2023-12-20 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/20,2023年12月17日 16:32
中国 12月21日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),ついに認めた　実は日本製が　中国最大屈辱,中国 - 2023-12-21 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/21,2023年12月18日 14:16
中国 12月22日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),いいぞ豪国　国際調査実行へ　中国絶体絶命,中国 - 2023-12-22 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/22,2023年12月19日 16:37
韓国 12月23日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),フランス即決　まさか強制排除　ついに韓国が,韓国 - 2023-12-23 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/23,2023年12月21日 14:05
川本05月04日,川本,,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),うつにならない・うつにさせない８つ8,川本 - 2024-05-04 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2024/05/04,2023年12月22日 16:48
韓国 12月25日,韓国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),韓国民激震　国際報道発表　まさか日本が,韓国 - 2023-12-25 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/25,2023年12月23日 13:14
中国 12月25日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),中国大惨事　亀裂崩落土砂流　寒波中地獄絵図,中国 - 2023-12-25 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/25,2023年12月23日 16:27
中国 12月26日,中国,アップロード済,SUNNYSH (https://app.notion.com/p/08d06c9684c3467ba3373ef7768d2323?pvs=21),失敗！大赤字　日本に嫌われ　中国緊急対応へ,中国 - 2023-12-26 -,NO,YouTubeチェンネル運営ビジネス (https://app.notion.com/p/86f2d2e9f4074174a2e1898ace238df6?pvs=21),,2023/12/26,2023年12月24日 14:11
